it,bt,km,transmission,ownerNo,oem,model,modelYear,price_in_lakhs,Insurance Validity,Fuel Type,Seats,Safety_count,top_features_count,Color,No of Cylinder,Turbo Charger,Super Charger,City,Power,Torque
0,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2018,8.8,third party insurance,Petrol,5,32,9,Others,4.0,no,no,Kolkata,121.3,151.0
0,Hatchback,19000,Manual,1,Maruti,Maruti Celerio X,2018,4.25,comprehensive,Petrol,5,19,9,Orange,3.0,no,no,Kolkata,67.0,90.0
0,SUV,86331,Automatic,2,Audi,Audi Q5,2014,11.0,comprehensive,Diesel,5,27,9,Blue,4.0,yes,no,Kolkata,167.6,350.0
0,SUV,15215,Automatic,1,Land Rover,Land Rover Range Rover Evoque,2021,62.0,comprehensive,Diesel,5,40,9,Silicon Silver,4.0,yes,no,Kolkata,246.74,430.0
0,Sedan,5700,Automatic,2,BMW,BMW 5 Series,2022,57.99,third party insurance,Diesel,5,45,9,Black,4.0,turbo,no,Kolkata,187.74,400.0
0,SUV,22887,Automatic,1,Mahindra,Mahindra XUV700,2022,19.5,comprehensive,Petrol,5,19,9,Dark Blue,4.0,yes,no,Kolkata,197.13,380.0
0,Hatchback,10000,Manual,1,Tata,Tata Tiago,2022,5.8,third party insurance,Petrol,5,20,9,Black,3.0,no,no,Kolkata,84.82,113.0
0,SUV,4603,Manual,1,Tata,Tata Nexon,2021,8.9,zero dep,Petrol,5,23,9,Green,3.0,no,no,Kolkata,118.35,170.0
0,Hatchback,7291,Manual,1,Maruti,Maruti Celerio,2022,6.26,third party,Petrol,5,24,9,Silver,3.0,no,no,Kolkata,65.71,89.0
0,Hatchback,2179,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,7.53,comprehensive,Petrol,5,24,9,Blue,4.0,no,no,Kolkata,81.86,113.8
0,Hatchback,26226,Manual,1,Hyundai,Hyundai Grand i10,2017,3.55,third party insurance,Petrol,5,23,9,Others,4.0,no,no,Kolkata,81.86,113.75
0,Hatchback,35000,Manual,1,Volkswagen,Volkswagen Polo,2016,3.99,comprehensive,Diesel,5,21,9,Orange,4.0,yes,no,Kolkata,88.0,230.0
0,Hatchback,24622,Manual,3,Hyundai,Hyundai EON,2014,2.09,third party,Petrol,5,13,8,Others,3.0,no,no,Kolkata,55.2,74.5
0,Sedan,60000,Manual,1,Mahindra Renault,Mahindra Renault Logan,2009,1.25,third party insurance,Diesel,5,8,8,Gray,4.0,no,no,Kolkata,65.0,16.0
0,Hatchback,37647,Manual,1,Hyundai,Hyundai i10,2011,1.99,third party,Petrol,5,11,9,Red,4.0,no,no,Kolkata,78.9,111.8
0,SUV,57321,Manual,1,Renault,Renault Duster,2014,3.54,third party,Diesel,5,14,8,Silver,4.0,yes,no,Kolkata,83.8,200.0
0,MUV,67020,Automatic,1,Tata,Tata Hexa,2017,7.25,comprehensive,Diesel,7,31,9,Blue,4.0,yes,no,Kolkata,153.86,400.0
0,SUV,20000,Automatic,1,Renault,Renault Kiger,2022,10.5,third party insurance,Petrol,5,25,9,Others,3.0,yes,no,Kolkata,98.63,152.0
0,SUV,65000,Manual,1,Hyundai,Hyundai Creta,2015,5.0,third party insurance,Diesel,5,24,9,White,4.0,yes,no,Kolkata,126.2,259.9
0,SUV,60000,Manual,1,Hyundai,Hyundai Creta,2015,5.5,third party insurance,Petrol,5,23,9,Others,4.0,no,no,Kolkata,121.3,151.0
0,Hatchback,30000,Manual,1,Hyundai,Hyundai EON,2014,2.25,third party insurance,Petrol,5,12,8,Others,3.0,no,no,Kolkata,55.2,74.5
0,Hatchback,70000,Manual,1,Maruti,Maruti Alto 800,2014,1.8,third party insurance,Petrol,5,10,8,Others,3.0,no,no,Kolkata,47.3,69.0
0,Hatchback,50000,Manual,1,Ford,Ford Figo,2010,1.65,third party insurance,Petrol,5,16,9,Green,4.0,no,no,Kolkata,70.0,102.0
0,MUV,24000,Manual,1,Honda,Honda Mobilio,2016,4.99,third party,Petrol,7,16,9,Brown,4.0,no,no,Kolkata,117.3,145.0
0,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2010,1.7,third party insurance,Petrol,5,10,8,Others,4.0,no,no,Kolkata,78.9,111.7
0,SUV,40000,Manual,1,Honda,Honda WR-V,2017,5.7,third party insurance,Petrol,5,28,9,Black,4.0,no,no,Kolkata,88.7,110.0
0,SUV,71521,Manual,1,Hyundai,Hyundai Creta,2016,6.27,third party,Petrol,5,23,9,Silver,4.0,no,no,Kolkata,121.3,151.0
0,Hatchback,42267,Manual,1,Tata,Tata Altroz,2020,4.71,third party,Petrol,5,21,8,Red,3.0,no,no,Kolkata,86.83,113.0
0,Hatchback,80000,Manual,4,Maruti,Maruti Swift,2010,1.65,third party insurance,Petrol,5,18,9,Others,4.0,yes,no,Kolkata,85.0,113.0
0,Sedan,57986,Automatic,1,Maruti,Maruti Ciaz,2018,7.28,comprehensive,Petrol,5,25,9,Blue,4.0,no,no,Kolkata,91.1,130.0
0,Hatchback,17252,Automatic,1,Tata,Tata Tiago NRG,2022,6.59,comprehensive,Petrol,5,23,9,Green,3.0,no,no,Kolkata,84.48,113.0
0,Hatchback,70000,Manual,2,Maruti,Maruti Zen Estilo,2010,1.2,third party insurance,Petrol,5,9,8,Others,3.0,no,no,Kolkata,67.1,90.0
0,SUV,20817,Manual,1,Mahindra,Mahindra XUV500,2017,8.2,third party insurance,Diesel,7,29,9,Others,4.0,yes,no,Kolkata,140.0,330.0
0,SUV,10000,Automatic,1,Jeep,Jeep Compass,2022,26.0,third party insurance,Petrol,5,38,9,Gray,4.0,no,no,Kolkata,160.77,250.0
0,Sedan,39579,Manual,1,Maruti,Maruti Swift Dzire,2010,2.22,comprehensive,Petrol,5,24,9,Others,4.0,no,no,Kolkata,88.5,113.0
0,Hatchback,21477,Manual,3,Hyundai,Hyundai EON,2014,2.06,comprehensive,Petrol,5,13,8,Silver,3.0,no,no,Kolkata,55.2,74.5
0,Sedan,36899,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2017,18.5,comprehensive,Diesel,5,28,9,Silver,4.0,yes,no,Kolkata,136.0,300.0
0,MUV,55000,Manual,1,Maruti,Maruti Ertiga,2016,6.25,third party insurance,Diesel,7,24,9,White,4.0,yes,no,Kolkata,88.5,200.0
0,Hatchback,9000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,6.5,third party,Petrol,5,24,9,White,3.0,yes,no,Kolkata,98.63,172.0
0,Hatchback,40000,Manual,1,Ford,Ford Figo,2010,1.75,third party insurance,Petrol,5,13,8,Others,4.0,no,no,Kolkata,70.0,102.0
0,Sedan,20000,Manual,1,Hyundai,Hyundai Verna,2019,8.99,comprehensive,Petrol,5,30,9,Grey,4.0,no,no,Kolkata,121.3,151.0
0,SUV,120000,Manual,2,Mahindra,Mahindra Scorpio,2016,8.5,third party insurance,Diesel,7,22,9,Others,4.0,yes,no,Kolkata,120.0,280.0
0,Hatchback,30000,Manual,2,Maruti,Maruti Alto K10,2017,2.8,third party insurance,Petrol,5,18,8,Others,3.0,no,no,Kolkata,67.05,90.0
0,SUV,60000,Automatic,1,Tata,Tata Nexon,2021,9.0,third party insurance,Petrol,5,23,9,Others,3.0,yes,no,Kolkata,118.36,170.0
0,SUV,10000,Manual,1,Jeep,Jeep Compass,2021,25.5,third party insurance,Diesel,5,38,9,Red,4.0,yes,no,Kolkata,167.67,350.0
0,SUV,55330,Manual,1,Jeep,Jeep Compass,2017,11.7,comprehensive,Diesel,5,25,9,White,4.0,yes,no,Kolkata,170.0,350.0
0,Sedan,32152,Manual,1,Maruti,Maruti Swift Dzire,2015,3.84,comprehensive,Petrol,5,24,9,Others,4.0,no,no,Kolkata,88.5,113.0
0,Hatchback,66906,Manual,2,Hyundai,Hyundai Grand i10,2014,2.92,third party,Petrol,5,16,8,Silver,4.0,no,no,Kolkata,82.0,114.0
0,SUV,56000,Manual,1,Hyundai,Hyundai Creta,2016,7.0,third party insurance,Diesel,5,28,9,White,4.0,yes,no,Kolkata,126.2,259.9
0,Hatchback,23055,Manual,1,Volkswagen,Volkswagen Polo,2020,6.47,third party,Petrol,5,27,9,Red,3.0,yes,no,Kolkata,108.62,175.0
0,SUV,68132,Manual,1,Renault,Renault Captur,2018,6.86,comprehensive,Diesel,5,27,9,Red,4.0,yes,no,Kolkata,108.45,240.0
0,Hatchback,60000,Manual,2,Tata,Tata Indica,2011,1.4,third party insurance,Diesel,5,11,8,Gray,4.0,no,no,Kolkata,75.0,190.0
0,Sedan,76932,Manual,1,Maruti,Maruti Swift Dzire,2014,3.75,third party,Petrol,5,24,9,Others,4.0,no,no,Kolkata,88.5,113.0
0,SUV,60000,Automatic,1,MG,MG Hector,2020,14.0,third party insurance,Petrol,5,38,9,Others,4.0,yes,no,Kolkata,141.0,250.0
0,SUV,89912,Automatic,1,Maruti,Maruti Vitara Brezza,2019,7.03,comprehensive,Diesel,5,25,9,Others,4.0,yes,no,Kolkata,88.5,200.0
0,Sedan,102813,Manual,1,Honda,Honda City,2014,3.64,comprehensive,Diesel,5,22,9,Red,4.0,yes,no,Kolkata,98.6,200.0
0,Sedan,55155,Manual,1,Honda,Honda City,2015,4.5,third party insurance,Diesel,5,23,9,Silver,4.0,yes,no,Kolkata,98.6,200.0
0,SUV,20000,Manual,1,Mahindra,Mahindra KUV 100,2016,4.0,third party insurance,Petrol,6,20,8,Red,3.0,no,no,Kolkata,82.0,115.0
0,Hatchback,70000,Manual,1,Hyundai,Hyundai Grand i10,2018,3.92,third party,Petrol,5,23,9,Maroon,4.0,no,no,Kolkata,81.86,113.75
0,SUV,123153,Automatic,2,Toyota,Toyota Fortuner,2018,27.0,comprehensive,Diesel,7,35,9,Brown,4.0,yes,no,Kolkata,174.5,450.0
0,Hatchback,40000,Manual,2,Hyundai,Hyundai i10,2013,3.0,third party insurance,Petrol,5,17,9,Others,4.0,no,no,Kolkata,78.9,111.8
0,SUV,10830,Manual,1,Jeep,Jeep Compass,2021,24.75,comprehensive,Diesel,5,38,9,Technometgrn+Gryroof,4.0,yes,no,Kolkata,167.67,350.0
0,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2018,8.6,third party insurance,Petrol,5,32,9,Others,4.0,no,no,Kolkata,121.3,151.0
0,Sedan,64846,Automatic,2,Audi,Audi A4,2017,20.0,comprehensive,Diesel,5,34,9,White,4.0,yes,no,Kolkata,187.74,400.0
0,Sedan,49100,Automatic,1,Audi,Audi A6,2018,28.5,comprehensive,Diesel,5,37,9,Black,4.0,yes,no,Kolkata,187.74,400.0
0,SUV,90089,Automatic,1,Mercedes-Benz,Mercedes-Benz GL-Class,2014,25.0,comprehensive,Diesel,7,30,9,White,6.0,yes,no,Kolkata,254.8,619.0
0,Sedan,63950,Manual,1,Honda,Honda City,2014,3.72,comprehensive,Petrol,5,22,9,Red,4.0,no,no,Kolkata,117.3,145.0
0,Sedan,22990,Automatic,2,Honda,Honda City,2018,9.15,comprehensive,Petrol,5,29,9,Others,4.0,no,no,Kolkata,117.6,145.0
0,Sedan,15077,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2016,27.49,comprehensive,Diesel,5,28,9,White,6.0,no,no,Kolkata,265.0,620.0
0,Sedan,69273,Manual,1,Maruti,Maruti Swift Dzire,2014,3.23,comprehensive,Petrol,5,24,9,Blue,4.0,no,no,Kolkata,88.5,113.0
0,SUV,75865,Manual,1,Ford,Ford Ecosport,2014,4.22,comprehensive,Petrol,5,19,9,Others,3.0,yes,no,Kolkata,123.37,170.0
0,MUV,4066,Manual,1,Kia,Kia Carens,2022,12.99,comprehensive,Petrol,7,34,9,Blue,4.0,no,no,Kolkata,113.42,144.0
0,SUV,67092,Manual,1,Kia,Kia Seltos,2019,10.52,third party,Petrol,5,30,9,Black,4.0,no,no,Kolkata,113.43,144.0
0,Hatchback,38000,Manual,1,Hyundai,Hyundai i20,2012,2.28,comprehensive,Petrol,5,21,9,Grey,4.0,no,no,Kolkata,81.83,114.7
0,Sedan,78121,Manual,1,Hyundai,Hyundai Verna,2012,3.12,third party insurance,Diesel,5,13,9,Others,4.0,no,no,Kolkata,126.3,259.9
0,Sedan,99103,Manual,1,Honda,Honda Amaze,2014,2.76,third party insurance,Diesel,5,18,9,Others,4.0,yes,no,Kolkata,98.6,200.0
0,Hatchback,40000,Manual,1,Tata,Tata Tiago,2016,3.0,third party insurance,Petrol,5,22,9,Blue,3.0,no,no,Kolkata,84.0,114.0
0,SUV,9000,Manual,1,Hyundai,Hyundai Creta,2022,15.99,comprehensive,Diesel,5,30,9,Light Silver,4.0,yes,no,Kolkata,113.45,250.0
0,SUV,10100,Automatic,1,BMW,BMW X1,2020,34.99,third party insurance,Diesel,5,36,9,White,4.0,yes,no,Kolkata,188.0,400.0
0,Hatchback,27119,Manual,1,Hyundai,Hyundai Grand i10,2018,4.25,comprehensive,Petrol,5,24,9,Silver,4.0,no,no,Kolkata,81.86,113.75
0,SUV,10000,Automatic,1,Hyundai,Hyundai Venue,2022,10.0,third party insurance,Petrol,5,35,9,Others,3.0,yes,no,Kolkata,118.35,172.0
0,MUV,57000,Manual,1,Honda,Honda Mobilio,2014,3.99,comprehensive,Diesel,7,18,9,Grey,4.0,yes,no,Kolkata,98.6,200.0
0,Hatchback,38000,Manual,1,Hyundai,Hyundai Grand i10,2017,3.95,comprehensive,Petrol,5,17,9,Maroon,4.0,no,no,Kolkata,82.0,114.0
0,SUV,50000,Automatic,1,Mahindra,Mahindra XUV500,2019,13.5,third party insurance,Diesel,7,27,9,Others,4.0,yes,no,Kolkata,155.0,360.0
0,Hatchback,70000,Manual,1,Ford,Ford Figo,2010,1.68,third party insurance,Petrol,5,13,9,Golden,4.0,no,no,Kolkata,70.0,102.0
0,SUV,40000,Automatic,2,Kia,Kia Seltos,2020,16.0,third party insurance,Petrol,5,34,9,Others,4.0,yes,no,Kolkata,138.08,242.0
0,SUV,10891,Manual,1,Mahindra,Mahindra Bolero Neo,2022,9.78,zero dep,Diesel,7,19,9,Green,3.0,yes,no,Kolkata,100.0,260.0
0,Hatchback,29558,Manual,1,Tata,Tata Tiago,2021,4.15,third party,Petrol,5,15,8,Red,3.0,no,no,Kolkata,84.82,113.0
0,SUV,18000,Automatic,1,Jeep,Jeep Compass,2020,17.0,third party insurance,Diesel,5,23,9,Red,4.0,yes,no,Kolkata,173.0,350.0
0,Hatchback,29412,Manual,1,Maruti,Maruti Baleno,2018,4.89,third party insurance,Petrol,5,27,9,Blue,4.0,no,no,Kolkata,83.1,115.0
0,Hatchback,59037,Manual,1,Hyundai,Hyundai Grand i10,2015,2.87,third party,Diesel,5,13,8,Yellow,3.0,no,no,Kolkata,70.0,160.0
0,Sedan,10000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2022,53.0,third party insurance,Diesel,5,38,9,Others,4.0,yes,no,Kolkata,197.13,440.0
0,SUV,73072,Automatic,1,Tata,Tata Nexon,2020,9.51,third party,Diesel,5,26,9,Green,4.0,yes,no,Kolkata,108.49,260.0
0,Hatchback,37100,Manual,2,Maruti,Maruti Wagon R,2014,2.55,comprehensive,Petrol,5,25,9,Golden,3.0,no,no,Kolkata,67.05,90.0
0,Hatchback,61113,Automatic,1,Maruti,Maruti Baleno,2019,6.63,zero dep,Petrol,5,27,9,Blue,4.0,no,no,Kolkata,83.1,115.0
0,Hatchback,47606,Manual,1,Maruti,Maruti Alto 800,2013,1.79,third party,Petrol,5,13,8,Blue,3.0,no,no,Kolkata,47.33,69.0
0,SUV,30000,Manual,1,Hyundai,Hyundai Creta,2019,13.5,third party insurance,Diesel,5,23,9,Others,4.0,yes,no,Kolkata,126.2,259.9
0,Hatchback,80000,Automatic,1,Maruti,Maruti Celerio,2015,3.0,third party insurance,Petrol,5,13,8,Others,3.0,no,no,Kolkata,67.04,90.0
0,Sedan,40000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2013,9.0,third party insurance,Diesel,5,27,9,Others,4.0,yes,no,Kolkata,170.0,400.0
0,SUV,27000,Manual,1,Jeep,Jeep Compass,2019,15.5,third party,Diesel,5,24,9,Red,4.0,yes,no,Kolkata,170.63,350.0
0,SUV,80000,Manual,1,Mahindra,Mahindra XUV500,2019,13.5,third party insurance,Diesel,7,27,9,Others,4.0,yes,no,Kolkata,152.87,360.0
0,Sedan,30000,Manual,1,Tata,Tata Zest,2015,3.25,third party insurance,Petrol,5,26,9,Others,4.0,yes,no,Kolkata,88.7,140.0
0,SUV,70000,Manual,1,Mahindra,Mahindra XUV500,2018,12.5,third party insurance,Diesel,7,28,9,Others,4.0,yes,no,Kolkata,152.87,360.0
0,Hatchback,90000,Manual,1,Hyundai,Hyundai Grand i10,2014,2.7,third party insurance,Diesel,5,17,9,Others,3.0,no,no,Kolkata,70.0,160.0
0,Sedan,20000,Manual,1,Maruti,Maruti Swift Dzire,2021,7.6,third party insurance,Petrol,5,28,9,Others,4.0,no,no,Kolkata,88.5,113.0
0,Sedan,86947,Automatic,2,Audi,Audi A4,2014,10.0,comprehensive,Diesel,5,28,9,Black,4.0,yes,no,Kolkata,147.51,320.0
0,SUV,17466,Manual,1,Tata,Tata Nexon,2020,7.54,third party,Petrol,5,22,9,Others,3.0,yes,no,Kolkata,108.5,170.0
0,SUV,32844,Manual,2,Honda,Honda WR-V,2017,5.91,third party,Petrol,5,28,9,Silver,4.0,no,no,Kolkata,88.7,110.0
0,MUV,30000,Manual,1,Maruti,Maruti XL6,2020,10.5,third party insurance,Petrol,6,32,9,Others,4.0,no,no,Kolkata,103.2,138.0
0,Sedan,36937,Manual,1,Honda,Honda City,2019,6.79,comprehensive,Petrol,5,28,9,Others,4.0,no,no,Kolkata,117.6,145.0
0,SUV,50000,Manual,1,Honda,Honda WR-V,2017,6.0,third party insurance,Petrol,5,28,9,Gold,4.0,no,no,Kolkata,88.7,110.0
0,Sedan,25314,Automatic,2,Hyundai,Hyundai Verna,2018,8.1,third party,Petrol,5,31,9,Others,4.0,no,no,Kolkata,121.3,151.0
0,SUV,51620,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2018,34.0,third party,Diesel,5,36,9,White,4.0,yes,no,Kolkata,177.0,430.0
0,Sedan,93097,Manual,1,Volkswagen,Volkswagen Vento,2012,2.87,third party,Petrol,5,13,9,Blue,4.0,no,no,Kolkata,103.6,153.0
0,Hatchback,76672,Manual,3,Maruti,Maruti Wagon R,2010,1.4,third party,Petrol,5,16,9,Silver,3.0,no,no,Kolkata,67.1,90.0
0,Sedan,42000,Manual,2,Honda,Honda City,2015,5.25,third party,Diesel,5,23,9,Maroon,4.0,yes,no,Kolkata,98.6,200.0
0,Sedan,44226,Automatic,3,BMW,BMW 6 Series,2018,39.0,comprehensive,Diesel,4,36,9,White,6.0,yes,no,Kolkata,261.4,620.0
0,Hatchback,40000,Manual,1,Volkswagen,Volkswagen Polo,2013,2.0,third party insurance,Petrol,5,20,9,Others,3.0,no,no,Kolkata,74.0,110.0
0,SUV,13400,Automatic,1,Jeep,Jeep Meridian,2022,32.5,third party insurance,Diesel,7,28,9,Green,4.0,yes,no,Kolkata,167.67,350.0
0,Hatchback,19720,Manual,1,Renault,Renault KWID,2019,3.4,comprehensive,Petrol,5,21,9,Brown,3.0,no,no,Kolkata,67.0,91.0
0,SUV,4732,Automatic,1,Maruti,Maruti Grand Vitara,2023,19.0,comprehensive,Petrol,5,31,9,Blue,3.0,no,no,Kolkata,91.18,122.0
0,SUV,38380,Automatic,1,MG,MG Hector Plus,2021,15.0,comprehensive,Petrol,6,23,9,Black,4.0,yes,no,Kolkata,141.0,250.0
0,SUV,67357,Manual,1,Mahindra,Mahindra Scorpio,2010,2.95,comprehensive,Diesel,9,9,8,Green,4.0,yes,no,Kolkata,120.0,290.0
0,Hatchback,40000,Manual,1,Maruti,Maruti Zen Estilo,2010,99.0,third party insurance,Petrol,5,9,8,Others,3.0,no,no,Kolkata,67.1,90.0
0,Hatchback,35912,Manual,1,Tata,Tata Tiago,2019,3.57,third party insurance,Petrol,5,24,8,White,3.0,no,no,Kolkata,83.83,114.0
0,Hatchback,22343,Manual,1,Maruti,Maruti Baleno,2019,5.44,third party,Petrol,5,24,9,Blue,4.0,no,no,Kolkata,83.1,115.0
0,Hatchback,10000,Manual,1,Hyundai,Hyundai EON,2013,2.1,third party insurance,Petrol,5,12,8,Others,3.0,no,no,Kolkata,55.2,74.5
0,SUV,85735,Manual,2,Renault,Renault Duster,2015,4.13,third party,Diesel,5,23,9,Black,4.0,yes,no,Kolkata,108.45,245.0
0,Hatchback,42792,Manual,1,Maruti,Maruti Alto K10,2011,1.4,comprehensive,Petrol,5,14,8,Orange,3.0,no,no,Kolkata,65.71,89.0
0,SUV,42503,Manual,1,Mahindra,Mahindra Scorpio,2020,11.95,comprehensive,Diesel,7,20,8,White,4.0,yes,no,Kolkata,136.78,319.0
0,Hatchback,96609,Manual,2,Maruti,Maruti Ritz,2011,1.4,comprehensive,Petrol,5,13,8,Brown,4.0,no,no,Kolkata,85.8,114.0
0,Hatchback,78990,Manual,1,Honda,Honda Jazz,2015,2.5,third party insurance,Diesel,5,22,9,Silver,4.0,yes,no,Kolkata,98.6,200.0
0,Sedan,51618,Manual,2,Honda,Honda City,2016,4.29,comprehensive,Petrol,5,23,9,Others,4.0,no,no,Kolkata,117.3,145.0
0,SUV,83508,Manual,2,Mahindra,Mahindra XUV500,2019,11.11,third party insurance,Diesel,7,28,9,Blue,4.0,yes,no,Kolkata,152.87,360.0
0,Hatchback,40000,Manual,1,Hyundai,Hyundai Santro Xing,2007,1.0,third party insurance,Petrol,5,16,9,Others,3.0,no,no,Kolkata,62.1,96.1
0,Sedan,60000,Automatic,2,Skoda,Skoda Superb,2010,2.65,third party insurance,Petrol,5,25,9,Others,4.0,yes,no,Kolkata,161.6,25.2
0,SUV,25000,Automatic,1,Mahindra,Mahindra XUV300,2021,10.25,third party insurance,Petrol,5,30,9,Red,3.0,yes,no,Kolkata,108.62,200.0
0,Hatchback,14636,Manual,1,Hyundai,Hyundai i20,2022,8.55,comprehensive,Petrol,5,39,9,Blue,4.0,no,no,Kolkata,81.8,114.74
0,SUV,80000,Manual,2,Mahindra,Mahindra XUV500,2016,7.0,third party insurance,Diesel,7,29,9,Others,4.0,yes,no,Kolkata,140.0,330.0
0,Sedan,20000,Automatic,1,Honda,Honda Amaze,2021,8.3,third party insurance,Petrol,5,26,9,Others,4.0,no,no,Kolkata,88.5,110.0
0,Sedan,20000,Manual,1,Hyundai,Hyundai Aura,2020,6.91,third party insurance,Petrol,5,24,9,White,4.0,no,no,Kolkata,81.86,113.8
0,Sedan,13000,Manual,1,Hyundai,Hyundai Verna,2018,7.99,third party,Petrol,5,30,9,Brown,4.0,no,no,Kolkata,121.3,151.0
0,SUV,22000,Manual,1,Jeep,Jeep Compass,2019,15.5,third party,Diesel,5,24,9,White,4.0,yes,no,Kolkata,170.63,350.0
0,Sedan,20000,Manual,1,Maruti,Maruti Swift Dzire,2021,7.5,third party insurance,Petrol,5,28,9,Others,4.0,no,no,Kolkata,88.5,113.0
0,Hatchback,59005,Manual,1,Hyundai,Hyundai Santro Xing,2014,1.78,third party,Petrol,5,16,9,White,3.0,no,no,Kolkata,62.1,96.1
0,Hatchback,71156,Manual,2,Maruti,Maruti Swift,2010,1.63,third party,Petrol,5,19,8,Others,4.0,no,no,Kolkata,88.5,113.0
0,Sedan,50000,Manual,1,Honda,Honda City,2018,6.62,comprehensive,Petrol,5,28,9,Golden Brown,4.0,no,no,Kolkata,117.6,145.0
0,Hatchback,2707,Manual,1,Maruti,Maruti Alto 800,2019,2.8,third party insurance,Petrol,5,13,8,White,3.0,no,no,Kolkata,47.33,69.0
0,Hatchback,78211,Manual,1,Hyundai,Hyundai Santro,2020,3.72,third party,Petrol,5,16,8,White,4.0,no,no,Kolkata,68.05,99.0
0,Sedan,67793,Manual,1,Hyundai,Hyundai Verna,2017,6.0,third party insurance,Diesel,5,29,9,Silver,4.0,yes,no,Kolkata,126.2,259.87
0,Hatchback,48548,Manual,1,Tata,Tata Tiago,2017,3.11,third party,Diesel,5,21,8,White,3.0,yes,no,Kolkata,69.0,140.0
0,Sedan,150000,Manual,1,Ford,Ford Fiesta Classic,2013,2.0,third party insurance,Diesel,5,21,9,Others,4.0,yes,no,Kolkata,67.0,160.0
0,Hatchback,46559,Manual,1,Maruti,Maruti A-Star,2010,1.62,third party,Petrol,5,12,9,Blue,3.0,no,no,Kolkata,66.1,90.0
0,SUV,93177,Manual,1,Hyundai,Hyundai Creta,2015,5.27,comprehensive,Petrol,5,23,9,Blue,4.0,no,no,Kolkata,121.3,151.0
0,Sedan,60000,Automatic,3,Hyundai,Hyundai Elantra,2017,8.0,third party insurance,Diesel,5,32,9,Others,4.0,yes,no,Kolkata,126.2,259.88
0,SUV,60001,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,27.5,comprehensive,Diesel,5,32,9,Brown,4.0,yes,no,Kolkata,170.0,400.0
0,Hatchback,45000,Manual,1,Maruti,Maruti Swift,2014,2.99,comprehensive,Petrol,5,15,8,Grey,4.0,no,no,Kolkata,85.8,114.0
0,Sedan,10000,Automatic,1,Hyundai,Hyundai Aura,2022,7.25,third party insurance,Petrol,5,23,9,Red,4.0,no,no,Kolkata,81.86,113.8
0,Sedan,40000,Manual,3,Hyundai,Hyundai Verna,2018,6.0,third party insurance,Petrol,5,25,8,Black,4.0,no,no,Kolkata,98.6,132.38
0,Sedan,38506,Automatic,1,Hyundai,Hyundai Verna,2019,9.0,third party insurance,Diesel,5,29,9,Grey,4.0,yes,no,Kolkata,126.2,259.87
0,Sedan,60000,Manual,1,Honda,Honda Amaze,2015,2.75,third party insurance,Petrol,5,14,8,Others,4.0,no,no,Kolkata,86.7,109.0
0,Hatchback,10000,Automatic,1,Renault,Renault KWID,2021,4.8,third party insurance,Petrol,5,22,9,Brown,3.0,no,no,Kolkata,67.0,91.0
0,Hatchback,50000,Manual,1,Hyundai,Hyundai i10,2008,1.3,third party insurance,Petrol,5,11,8,Silver,4.0,no,no,Kolkata,68.05,99.04
0,Hatchback,28000,Manual,1,Maruti,Maruti Celerio,2017,3.25,comprehensive,Petrol,5,13,8,Red,3.0,no,no,Kolkata,67.04,90.0
0,Hatchback,49342,Manual,2,Hyundai,Hyundai i10,2011,1.57,third party,Petrol,5,10,9,Red,4.0,no,no,Kolkata,68.05,99.04
0,Hatchback,76725,Manual,2,Hyundai,Hyundai i10,2010,1.77,third party,Petrol,5,10,8,Red,4.0,no,no,Kolkata,78.9,111.7
0,Hatchback,80000,Manual,2,Maruti,Maruti A-Star,2009,1.0,third party insurance,Petrol,5,8,8,Others,3.0,no,no,Kolkata,66.1,90.0
0,SUV,83234,Manual,1,Tata,Tata Nexon,2018,5.1,third party insurance,Diesel,5,18,8,Red,4.0,yes,no,Kolkata,108.5,260.0
0,SUV,9595,Manual,1,Renault,Renault Kiger,2021,7.12,third party insurance,Petrol,5,25,9,White,3.0,no,no,Kolkata,71.01,96.0
0,Hatchback,30000,Manual,1,Maruti,Maruti Baleno,2018,5.0,third party insurance,Petrol,5,24,9,Others,4.0,no,no,Kolkata,83.1,115.0
0,SUV,6948,Manual,1,Renault,Renault Kiger,2021,8.11,comprehensive,Petrol,5,25,9,Blue,3.0,yes,no,Kolkata,98.63,160.0
0,SUV,45000,Manual,1,Ford,Ford Ecosport,2015,4.25,comprehensive,Petrol,5,19,9,White,3.0,yes,no,Kolkata,123.37,170.0
0,Hatchback,9943,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2022,6.94,comprehensive,Petrol,5,24,9,Blue,4.0,no,no,Kolkata,81.86,113.8
